id,project_id,name,role
608,278,University of Washington,AUTHOR
609,278,"Spiker, Marie L.",AUTHOR
610,278,University of Washington,AUTHOR
611,278,"Rabotyagov, Sergey",AUTHOR
612,278,University of Washington,AUTHOR
613,278,"Collier, Sarah M.",AUTHOR
614,278,University of Washington,AUTHOR
615,279,"Webb, Katie R.",AUTHOR
616,279,University of Washington,AUTHOR
617,279,"Ismach, Alan",AUTHOR
618,279,University of Washington,AUTHOR
619,279,"Spiker, Marie L.",AUTHOR
620,279,University of Washington,AUTHOR
621,279,"Rabotyagov, Sergey",AUTHOR
622,279,University of Washington,AUTHOR
623,279,"Collier, Sarah M.",AUTHOR
624,279,University of Washington,AUTHOR
625,280,M.W.L.J. Olthof-Nefkens,AUTHOR
626,280,E.W.C. Derksen,AUTHOR
627,280,B.J.M. de Swart,AUTHOR
628,280,M.W.G. Nijhuis-van der Sanden,AUTHOR
629,280,J.G. Kalf,AUTHOR
630,5540,W. Van Rossem,AUTHOR
631,282,"Qin, Wen",AUTHOR
632,282,"Li, Weilong",AUTHOR
633,282,"Peng, Yanli",AUTHOR
634,282,"Su, Juan",AUTHOR
635,283,"Qin, Wen",AUTHOR
636,283,"Li, Weilong",AUTHOR
637,283,"Peng, Yanli",AUTHOR
638,283,"Su, Juan",AUTHOR
639,638,"West, Simon",AUTHOR
640,638,"Beilin, Ruth",AUTHOR
641,638,"Wagenaar, Hendrik",AUTHOR
642,285,E. van Reenen,AUTHOR
643,286,"Cuzner, Alicia",AUTHOR
644,287,"Ware, Norma C.",AUTHOR
645,287,"Wyatt, Monique A.",AUTHOR
646,287,"Barnabas, Ruanne",AUTHOR
647,288,"Lattimore, Pamela K.",AUTHOR
648,289,"Lattimore, Pamela K.",AUTHOR
649,290,"Gonzalez, Gabriella",AUTHOR
650,291,"Gonzalez, Gabriella",AUTHOR
651,1507,"Lachs, Mark",AUTHOR
652,1507,"Burnes, David",AUTHOR
653,1522,"Lachs, Mark",AUTHOR
654,1522,"Burnes, David",AUTHOR
655,1537,"Lachs, Mark",AUTHOR
656,1537,"Burnes, David",AUTHOR
657,295,"Claborn, Kasey",AUTHOR
658,296,"Claborn, Kasey",AUTHOR
659,297,"Tilberry, Stephanie ",AUTHOR
660,298,"Cui, Jie",AUTHOR
661,5585,"Tobin, Karin E.",AUTHOR
662,1576,"Tobin, Karin E.",AUTHOR
663,301,"Fabbri, Caitlin",AUTHOR
664,302,"Kilic, Cagla",AUTHOR
665,303,"Williams, Kira",AUTHOR
666,303,"Mountz, Alison",AUTHOR
667,304,"Latif, Muhammad Wasim",AUTHOR
668,305,"Latif, Muhammad Wasim",AUTHOR
669,306,"Rezaii, Neguine",AUTHOR
670,307,沈介文,AUTHOR
671,307,Chieh-wen Sheng,AUTHOR
672,308,李奉儒,AUTHOR
673,308,Feng-jihu Lee,AUTHOR
674,309,呂佳陵,AUTHOR
675,309,Chia-ling Lu,AUTHOR
676,310,"Hernandez Aros, Ludivia",AUTHOR
677,310,"Juliao-Rossi, Jorge",AUTHOR
678,310,"Juliao-Rossi, Jorge",AUTHOR
679,310,"Gutierrez Portela, Fernando",AUTHOR
680,310,"Gutierrez Portela, Fernando",AUTHOR
681,311,"Wu, Haorui",AUTHOR
682,311,"Ru, Siyu",AUTHOR
683,311,"Breen, Kyle",AUTHOR
684,311,"Parzniewski, Szymon",AUTHOR
685,1630,"Matima, Rangarirai",AUTHOR
686,1630,"Murphy, Katherine",AUTHOR
687,1630,"Levitt, Naomi S.",AUTHOR
688,1630,"BeLue, Rhonda",AUTHOR
689,1630,"Oni, Tolu",AUTHOR
690,313,"Shaheen, Natalie",AUTHOR
691,313,"Syifa, Mutiara",AUTHOR
692,314,"Shaheen, Natalie",AUTHOR
693,314,"Syifa, Mutiara",AUTHOR
694,315,"Chavelas , Julio César",AUTHOR
695,316,"Diamond-Welch, Bridget",AUTHOR
696,316,"Kosloski, Anna E.",AUTHOR
697,316,"O'Leary, Carmen",AUTHOR
698,317,"Diamond-Welch, Bridget",AUTHOR
699,317,"Kosloski, Anna E.",AUTHOR
700,317,"O'Leary, Carmen",AUTHOR
701,318,"Dumitrica, Delia",AUTHOR
702,318,"Schwinges, A.",AUTHOR
703,319,"Tausch, A., Universitaet Innsbruck * Innsbruck, Institut fuer Politikwissenshaft (primary investigator)",AUTHOR
704,320,"Gu, Bonjoo",AUTHOR
705,320,"Kowitt, Sarah",AUTHOR
706,320,"Jang, Youjin",AUTHOR
707,320,"Tao, Ran",AUTHOR
708,320,"Li, Kexin",AUTHOR
709,320,"Ritchie, Caroline",AUTHOR
710,320,"Triana, Victoria",AUTHOR
711,320,"Kim, Minji",AUTHOR
712,320,"Gottfredson O’Shea, Nisha",AUTHOR
713,320,"Noar, Seth",AUTHOR
714,321,"Seifer, Ronald",AUTHOR
715,322,"Mueller, Kate Hevner",AUTHOR
716,323,"Mueller, Kate Hevner",AUTHOR
717,324,張其祿,AUTHOR
718,324,Chyi-lu Jang,AUTHOR
719,1720,"Dank, Meredith",AUTHOR
720,1720,"Farrell, Amy",AUTHOR
721,1720,"Zhang, Sheldon",AUTHOR
722,1725,"Dank, Meredith",AUTHOR
723,1725,"Farrell, Amy",AUTHOR
724,1725,"Zhang, Sheldon",AUTHOR
725,327,"Mills, Linda",AUTHOR
726,327,"Barocas, Briana",AUTHOR
727,328,"Mills, Linda",AUTHOR
728,328,"Barocas, Briana",AUTHOR
729,329,"Rubin, Paul G.",AUTHOR
730,329,"Ayscue, Jennifer B.",AUTHOR
731,329,"Uzzell, Elizabeth M.",AUTHOR
732,330,"Rubin, Paul G.",AUTHOR
733,330,"Ayscue, Jennifer B.",AUTHOR
734,330,"Uzzell, Elizabeth M.",AUTHOR
735,331,"Rubin, Paul G.",AUTHOR
736,331,"Ayscue, Jennifer B.",AUTHOR
737,331,"Uzzell, Elizabeth M.",AUTHOR
738,332,"Tromble, Rebekah K.",AUTHOR
739,332,"Wouters, Miriam",AUTHOR
740,333,"Kiss, Simon",AUTHOR
741,334,"Zhul, Olena",AUTHOR
742,335,"Windsor, L",AUTHOR
743,5925,"Wensel, Sophie",AUTHOR
744,337,"Rubaiat, Sajratul Yakin",AUTHOR
745,337,"Haq, Sheherjan",AUTHOR
746,5929,"Albrecht, Jennifer",AUTHOR
747,1769,"Albrecht, Jennifer",AUTHOR
748,1776,"Arora, Prerna",AUTHOR
749,1782,"Arora, Prerna",AUTHOR
750,342,"Seifer, Ronald",AUTHOR
751,343,"Webb, Kathryn",AUTHOR
752,344,Katharina Brandl,AUTHOR
753,344,Soniya V. Rabadia,AUTHOR
754,344,Alexander Chang,AUTHOR
755,344,Jess Mandel,AUTHOR
756,345,"Melamut, Hailey",AUTHOR
757,346,"Kim, Kihong",AUTHOR
758,346,"Chung, Yeonok",AUTHOR
759,347,"Huh, Sun",AUTHOR
760,348,"Wu, Yi",AUTHOR
761,348,"Mulkens, Sandra",AUTHOR
762,348,"Alleva, Jessica M.",AUTHOR
763,349,"Universiteit van Amsterdam * Amsterdam, Instituut voor wetenschap der politiek, IWP, Doktoraal onderwijsgroep politiek in grote groepen, DOGRO (primary investigator)",AUTHOR
764,350,"North, Robert",AUTHOR
765,350,"Lagerstrom, Richard",AUTHOR
766,350,"Mitchell, William",AUTHOR
767,351,"North, Robert",AUTHOR
768,351,"Lagerstrom, Richard",AUTHOR
769,351,"Mitchell, William",AUTHOR
770,352,"Donnelly, Hannah",AUTHOR
771,353,"Kahn, Michael G.",AUTHOR
772,354,"Kahn, Michael G.",AUTHOR
773,355,"Jaraczewski, Taylor",AUTHOR
774,356,MW Deel,AUTHOR
775,357,MW Deel,AUTHOR
776,358,"Kurumbur Varadharajan, Vaidhyanatha Balaji",AUTHOR
777,359,"Seifer, Ronald",AUTHOR
778,360,"Klüver, Heike",AUTHOR
779,360,"Klüver, Heike",AUTHOR
780,360,"Krauss, Svenja",AUTHOR
781,360,"Bäck, Hanna",AUTHOR
782,361,"Ross, Kharah",AUTHOR
783,361,"Trask, Cheryl M.",AUTHOR
784,361,"Lowe, C. T.",AUTHOR
785,361,"Keown-Gerrard, J.",AUTHOR
786,361,"Gilbert, T. H.",AUTHOR
787,361,"Ng, C. F.",AUTHOR
788,362,GUANGJIE Zhang,AUTHOR
789,6470,"Kleinhens Pinto Basto Avides, Miguel",AUTHOR
790,364,"Wild, Cameron",AUTHOR
791,365,"Hahn-Goldberg, Shoshana",AUTHOR
792,6481,"Behan, Justine",AUTHOR
793,6481,"Kabajaasi, Olive",AUTHOR
794,6481,"Derksen, Brooklyn",AUTHOR
795,6481,"Sendegye, George",AUTHOR
796,6481,Kuugumikiriza,AUTHOR
797,6481,"Komugisha, Clare",AUTHOR
798,6481,"Sundararajan, Radhika",AUTHOR
799,6481,"Jacob, Shevin T.",AUTHOR
800,6481,"Kenya-Mugisha, Nathan",AUTHOR
801,6481,"Wiens, Matthew O.",AUTHOR
802,367,"Carbajal, Itza",AUTHOR
803,368,"Häge, Frank M.",AUTHOR
804,6496,"Fine, Julia",AUTHOR
805,370,"Jerzak, Connor",AUTHOR
806,370,"King, Gary",AUTHOR
807,370,"Strezhnev, Anton",AUTHOR
808,371,"Malagon, Talia",AUTHOR
809,372,"Wirz, Christopher",AUTHOR
810,372,"Demuth, Julie",AUTHOR
811,372,"Werner, Kelly",AUTHOR
812,372,"Chasteen, Manda",AUTHOR
813,373,"Flus, Meagan",AUTHOR
814,373,"Ferguson, Sharon",AUTHOR
815,373,"Olechowski, Alison",AUTHOR
816,374,"Seifer, Ronald",AUTHOR
817,375,B. Bustamante-Helfrich,AUTHOR
818,376,"Nizamudeen, Khadijah",AUTHOR
819,376,"RR, Dr. Soumya",AUTHOR
820,376,"RR, Dr. Soumya",AUTHOR
821,377,"Parent, Nicolas",AUTHOR
822,378,Ryan Gupta,AUTHOR
823,378,Hyonyoung Shin,AUTHOR
824,378,Emily Norman,AUTHOR
825,378,Zhiyun Deng,AUTHOR
826,378,Maria Esteva,AUTHOR
827,378,Nanshu Lu,AUTHOR
828,378,Keri K Stephens,AUTHOR
829,378,Luis Sentis,AUTHOR
830,6860,Emily A. Norman,AUTHOR
831,6860,Jiaying Liu,AUTHOR
832,6860,Elliott Hauser,AUTHOR
833,6860,Yifan Xu,AUTHOR
834,6860,Keri Stephens,AUTHOR
835,380,"Cordner, Gary W.",AUTHOR
836,380,"Williams, Gerald L.",AUTHOR
837,381,"Cordner, Gary W.",AUTHOR
838,381,"Williams, Gerald L.",AUTHOR
839,1935,"Eisenman, David P.",AUTHOR
840,1941,"Eisenman, David P.",AUTHOR
841,384,"Uebelhor, Emma",AUTHOR
842,384,"Hintz, Olivia",AUTHOR
843,384,"Mills, Sarah",AUTHOR
844,385,"Uebelhor, Emma",AUTHOR
845,385,"Hintz, Olivia",AUTHOR
846,385,"Mills, Sarah",AUTHOR
847,386,"Uebelhor, Emma",AUTHOR
848,386,"Hintz, Olivia",AUTHOR
849,386,"Mills, Sarah",AUTHOR
850,387,"Melanie, Hanna",AUTHOR
851,387,"Melanie, Hanna Resti",AUTHOR
852,387,"Purnomo, Agung",AUTHOR
853,387,"Purnomo, Agung",AUTHOR
854,388,"MENG, WEI",AUTHOR
855,389,"Goldenberg, Edie N.",AUTHOR
856,389,"Traugott, Michael W.",AUTHOR
857,390,"Goldenberg, Edie N.",AUTHOR
858,390,"Traugott, Michael W.",AUTHOR
859,391,"Druckman, James",AUTHOR
860,391,"Parkin, Michael",AUTHOR
861,391,"Kifer, Martin",AUTHOR
862,392,"Druckman, James",AUTHOR
863,392,"Parkin, Michael",AUTHOR
864,392,"Kifer, Martin",AUTHOR
865,393,"Evrensel, Ayse",AUTHOR
866,394,"Cui, Jie",AUTHOR
867,395,"Bibee, Abigail",AUTHOR
868,395,"Gallagher, Erin",AUTHOR
869,395,"Isaak, David",AUTHOR
870,396,"Jo, Nobuo",AUTHOR
871,396,"Sasaki, Nobuo",AUTHOR
872,396,"Yamakage, Susumu",AUTHOR
873,396,"Yoshii, Hiroaki",AUTHOR
874,397,"Jo, Nobuo",AUTHOR
875,397,"Sasaki, Nobuo",AUTHOR
876,397,"Yamakage, Susumu",AUTHOR
877,397,"Yoshii, Hiroaki",AUTHOR
878,398,"O'Donohue, William",AUTHOR
879,399,"O'Donohue, William",AUTHOR
880,400,"Calabrese Barton, Angela",AUTHOR
881,400,"Herrenkohl, Leslie",AUTHOR
882,401,"Calabrese Barton, Angela",AUTHOR
883,401,"Herrenkohl, Leslie",AUTHOR
884,1997,"Davidson Abella, Anna",AUTHOR
885,1997,"Vargo, Amy C.",AUTHOR
886,2002,"Davidson Abella, Anna",AUTHOR
887,2002,"Vargo, Amy C.",AUTHOR
888,404,A.P. Alencar,AUTHOR
889,405,"Mayounga, Andre",AUTHOR
890,406,"Hernandez, Brianna",AUTHOR
891,407,"Hernandez, Brianna",AUTHOR
892,408,"North, Robert",AUTHOR
893,408,"Lagerstrom, Richard",AUTHOR
894,408,"Mitchell, William",AUTHOR
895,409,"North, Robert",AUTHOR
896,409,"Lagerstrom, Richard",AUTHOR
897,409,"Mitchell, William",AUTHOR
898,410,"Toros, Emre",AUTHOR
899,410,"Birch, Sarah",AUTHOR
900,6881,"Garibay-Toussaint, Isabel",AUTHOR
901,6881,"Garibay-Toussaint, Isabel",AUTHOR
902,6881,"Narchi, Nemer E.",AUTHOR
903,412,"Geary, Janis",AUTHOR
904,6913,"Zhou, Chengmin",AUTHOR
905,6913,"Gu, Wenhui",AUTHOR
906,414,"Moises de Souza, Ana Carolina",AUTHOR
907,414,"Soares Cruzes, Daniela",AUTHOR
908,414,"Jaccheri, Letizia",AUTHOR
909,414,"Krogstie, John",AUTHOR
910,415,"Gielens, Erwin",AUTHOR
911,415,"Roosma, Femke",AUTHOR
912,415,"Achterberg, Peter",AUTHOR
913,416,"Butler, Courtney R.",AUTHOR
914,416,"Currier, Brett D.",AUTHOR
915,416,"Lillard, Kira M.",AUTHOR
916,417,"Butler, Courtney R.",AUTHOR
917,417,"Currier, Brett D.",AUTHOR
918,417,"Lillard, Kira M.",AUTHOR
919,418,"Butler, Courtney R.",AUTHOR
920,418,"Currier, Brett D.",AUTHOR
921,418,"Lillard, Kira M.",AUTHOR
922,419,"Neilson, Christine",AUTHOR
923,420,"Taheri, Abolfazl",AUTHOR
924,7007,"Hickner, Andy",AUTHOR
925,7028,"Huaqiang, Li",AUTHOR
926,7030,"zum Felde, Mareike",AUTHOR
927,32,"Tobin, Karin E.",AUTHOR
928,2064,"Tobin, Karin E.",AUTHOR
929,2069,"Huaqiang, Li",AUTHOR
930,7032,"zum Felde, Mareike",AUTHOR
931,7034,"Tobin, Karin E.",AUTHOR
932,2087,"Tobin, Karin E.",AUTHOR
933,2092,"Huaqiang, Li",AUTHOR
934,7035,"zum Felde, Mareike",AUTHOR
935,7036,"Tobin, Karin E.",AUTHOR
936,2110,"Tobin, Karin E.",AUTHOR
937,2115,"Esbensen, Finn-Aage",AUTHOR
938,2120,"Esbensen, Finn-Aage",AUTHOR
939,2125,"Herrick, Cynthia",AUTHOR
940,2129,"Herrick, Cynthia",AUTHOR
941,2133,"Herrick, Cynthia",AUTHOR
942,2137,"Rod, Alisa Beth",AUTHOR
943,7037,"Huaqiang, Li",AUTHOR
944,7041,"zum Felde, Mareike",AUTHOR
945,7046,"Mishra, Pradeep Kumar",AUTHOR
946,7050,"Navarro Gambín, Pedro",AUTHOR
947,7050,"Bonetti, Marta",AUTHOR
948,7078,"Navarro Gambín, Pedro",AUTHOR
949,7078,"Bonetti, Marta",AUTHOR
950,7078,"VILLA, MATTEO",AUTHOR
951,7127,"Strategic Health Communication, GEAC",AUTHOR
952,7129,"Vollrath, Coleman",AUTHOR
